,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,arrival_day_of_week,adr,bookings,canceled,mean_lead_time,mean_week_nights,mean_weekend_nights,mean_adults,mean_children,mean_babies,mean_days_in_waiting_list,mean_required_car_parking_spaces,mean_total_special_requests,meal_BB_proportion,meal_FB_proportion,meal_HB_proportion,meal_SC_proportion,meal_undefined_proportion,meal_nan_proportion,market_Aviation_proportion,market_Complementary_proportion,market_Corporate_proportion,market_Direct_proportion,market_Groups_proportion,market_Offline_TA_TO_proportion,market_Online_TA_proportion,market_Undefined_proportion,market_nan_proportion,deposit_No_Deposit_proportion,deposit_Non_Refund_proportion,deposit_Refundable_proportion,deposit_nan_proportion,customer_Contract_proportion,customer_Group_proportion,customer_Transient_proportion,customer_Transient_Party_proportion,customer_nan_proportion,room_moved_proportion,room_not_moved_proportion,room_nan_proportion,hotel_City_proportion,hotel_Resort_proportion,hotel_nan_proportion,assigned_A_proportion,assigned_B_proportion,assigned_C_proportion,assigned_D_proportion,assigned_E_proportion,assigned_F_proportion,assigned_G_proportion,assigned_H_proportion,assigned_I_proportion,assigned_K_proportion,assigned_L_proportion,assigned_nan_proportion,not_canceled,revenue
0,2015,August,31,1,2015-08-01,Saturday,141.161,110,50,95.02727272727273,3.7181818181818183,2.2,1.9454545454545455,0.2545454545454545,0.0,0.0,0.1,0.7545454545454545,0.5181818181818182,0.0,0.4818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.17272727272727273,0.0,0.36363636363636365,0.4636363636363636,0.0,0.0,1.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.6181818181818182,0.37272727272727274,0.0,0.08181818181818182,0.9181818181818182,0.0,0.3181818181818182,0.6818181818181818,0.0,0.5,0.01818181818181818,0.045454545454545456,0.24545454545454545,0.06363636363636363,0.03636363636363636,0.07272727272727272,0.01818181818181818,0.0,0.0,0.0,0.0,60,15527.710000000001
1,2015,August,32,2,2015-08-02,Sunday,138.0896,50,7,97.5,3.8,2.24,2.0,0.1,0.08,0.0,0.22,1.36,0.66,0.02,0.32,0.0,0.0,0.0,0.0,0.06,0.0,0.14,0.0,0.3,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.84,0.12,0.0,0.12,0.88,0.0,0.12,0.88,0.0,0.44,0.0,0.04,0.32,0.12,0.04,0.04,0.0,0.0,0.0,0.0,0.0,43,6904.48
2,2015,August,32,3,2015-08-03,Monday,89.51191256830602,183,110,150.49180327868854,2.9617486338797816,1.2021857923497268,1.9672131147540983,0.11538461538461539,0.03278688524590164,0.0,0.03825136612021858,0.4426229508196721,0.8797814207650273,0.00546448087431694,0.11475409836065574,0.0,0.0,0.0,0.0,0.01639344262295082,0.00546448087431694,0.08196721311475409,0.5901639344262295,0.13114754098360656,0.16939890710382513,0.00546448087431694,0.0,0.7650273224043715,0.23497267759562843,0.0,0.0,0.16939890710382513,0.01092896174863388,0.44808743169398907,0.37158469945355194,0.0,0.10382513661202186,0.8961748633879781,0.0,0.6612021857923497,0.33879781420765026,0.0,0.7158469945355191,0.0273224043715847,0.04371584699453552,0.09836065573770492,0.04371584699453552,0.04371584699453552,0.01092896174863388,0.01092896174863388,0.00546448087431694,0.0,0.0,0.0,73,16380.68
3,2015,August,32,4,2015-08-04,Tuesday,129.59529411764706,51,12,74.47058823529412,4.0,0.6274509803921569,1.9019607843137254,0.0784313725490196,0.0196078431372549,0.0,0.13725490196078433,0.8823529411764706,0.7450980392156863,0.0,0.21568627450980393,0.0392156862745098,0.0,0.0,0.0,0.0392156862745098,0.0392156862745098,0.37254901960784315,0.0,0.17647058823529413,0.37254901960784315,0.0,0.0,1.0,0.0,0.0,0.0,0.11764705882352941,0.0196078431372549,0.7450980392156863,0.11764705882352941,0.0,0.21568627450980393,0.7843137254901961,0.0,0.23529411764705882,0.7647058823529411,0.0,0.37254901960784315,0.0196078431372549,0.09803921568627451,0.27450980392156865,0.09803921568627451,0.09803921568627451,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,39,6609.36
4,2015,August,32,5,2015-08-05,Wednesday,76.94655844155844,154,64,88.28571428571429,2.5259740259740258,0.14935064935064934,1.9350649350649352,0.006578947368421052,0.006493506493506494,0.0,0.032467532467532464,0.2792207792207792,0.948051948051948,0.0,0.045454545454545456,0.006493506493506494,0.0,0.0,0.0,0.012987012987012988,0.23376623376623376,0.1038961038961039,0.4025974025974026,0.05194805194805195,0.18831168831168832,0.006493506493506494,0.0,0.7987012987012987,0.2012987012987013,0.0,0.0,0.01948051948051948,0.0,0.2922077922077922,0.6883116883116883,0.0,0.2077922077922078,0.7922077922077922,0.0,0.8246753246753247,0.17532467532467533,0.0,0.7142857142857143,0.032467532467532464,0.0,0.19480519480519481,0.025974025974025976,0.01948051948051948,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,90,11849.769999999999
5,2015,August,32,6,2015-08-06,Thursday,97.80786666666667,75,27,115.10666666666667,2.4133333333333336,0.49333333333333335,1.8933333333333333,0.05333333333333334,0.0,0.0,0.06666666666666667,0.64,0.8133333333333334,0.0,0.06666666666666667,0.12,0.0,0.0,0.0,0.013333333333333334,0.0,0.2,0.26666666666666666,0.05333333333333334,0.4666666666666667,0.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.3466666666666667,0.0,0.5333333333333333,0.12,0.0,0.10666666666666667,0.8933333333333333,0.0,0.7066666666666667,0.29333333333333333,0.0,0.76,0.04,0.013333333333333334,0.12,0.02666666666666667,0.02666666666666667,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,48,7335.59
6,2015,August,32,7,2015-08-07,Friday,96.5093984962406,133,56,109.49624060150376,2.43609022556391,0.6165413533834586,1.9699248120300752,0.09022556390977443,0.05263157894736842,0.0,0.045112781954887216,0.6842105263157895,0.8646616541353384,0.0,0.09022556390977443,0.045112781954887216,0.0,0.0,0.0,0.0,0.007518796992481203,0.08270676691729323,0.46616541353383456,0.05263157894736842,0.39097744360902253,0.0,0.0,0.7669172932330827,0.23308270676691728,0.0,0.0,0.07518796992481203,0.0,0.38345864661654133,0.5413533834586466,0.0,0.14285714285714285,0.8571428571428571,0.0,0.6917293233082706,0.3082706766917293,0.0,0.7142857142857143,0.03759398496240601,0.022556390977443608,0.12030075187969924,0.03007518796992481,0.045112781954887216,0.007518796992481203,0.015037593984962405,0.007518796992481203,0.0,0.0,0.0,77,12835.75
7,2015,August,32,8,2015-08-08,Saturday,99.96776699029127,206,100,109.19417475728156,2.092233009708738,1.7864077669902914,1.9563106796116505,0.08737864077669903,0.019417475728155338,0.0,0.05825242718446602,0.36893203883495146,0.6262135922330098,0.0048543689320388345,0.33495145631067963,0.03398058252427184,0.0,0.0,0.0,0.0,0.0,0.12135922330097088,0.44660194174757284,0.20388349514563106,0.22815533980582525,0.0,0.0,0.9514563106796117,0.04854368932038835,0.0,0.0,0.05339805825242718,0.0048543689320388345,0.3446601941747573,0.5970873786407767,0.0,0.11165048543689321,0.8883495145631068,0.0,0.7427184466019418,0.25728155339805825,0.0,0.7281553398058253,0.019417475728155338,0.024271844660194174,0.13592233009708737,0.043689320388349516,0.02912621359223301,0.009708737864077669,0.009708737864077669,0.0,0.0,0.0,0.0,106,20593.36
8,2015,August,33,9,2015-08-09,Sunday,137.6944705882353,85,14,48.51764705882353,2.4235294117647057,1.8823529411764706,1.9294117647058824,0.21176470588235294,0.023529411764705882,0.0,0.15294117647058825,0.8823529411764706,0.7058823529411765,0.047058823529411764,0.17647058823529413,0.07058823529411765,0.0,0.0,0.0,0.0,0.0,0.1411764705882353,0.0,0.2235294117647059,0.6352941176470588,0.0,0.0,1.0,0.0,0.0,0.0,0.07058823529411765,0.0,0.9058823529411765,0.023529411764705882,0.0,0.17647058823529413,0.8235294117647058,0.0,0.35294117647058826,0.6470588235294118,0.0,0.5176470588235295,0.047058823529411764,0.08235294117647059,0.12941176470588237,0.1411764705882353,0.058823529411764705,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,71,11704.03
9,2015,August,33,10,2015-08-10,Monday,102.9159420289855,207,79,110.34299516908213,2.4927536231884058,1.2270531400966183,1.9903381642512077,0.09178743961352658,0.024154589371980676,0.0,0.043478260869565216,0.4782608695652174,0.8164251207729468,0.00966183574879227,0.09178743961352658,0.0821256038647343,0.0,0.0,0.0,0.0,0.0,0.15458937198067632,0.3961352657004831,0.08695652173913043,0.36231884057971014,0.0,0.0,0.7536231884057971,0.2463768115942029,0.0,0.0,0.18357487922705315,0.0,0.48792270531400966,0.3285024154589372,0.0,0.2028985507246377,0.7971014492753623,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5893719806763285,0.024154589371980676,0.024154589371980676,0.1932367149758454,0.07729468599033816,0.057971014492753624,0.014492753623188406,0.014492753623188406,0.0,0.004830917874396135,0.0,0.0,128,21303.6
10,2015,August,33,11,2015-08-11,Tuesday,114.03717948717949,117,28,47.30769230769231,3.4871794871794872,0.4358974358974359,1.811965811965812,0.2222222222222222,0.008547008547008548,0.0,0.11965811965811966,0.7948717948717948,0.8376068376068376,0.008547008547008548,0.10256410256410256,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.20512820512820512,0.0,0.08547008547008547,0.6324786324786325,0.0,0.0,1.0,0.0,0.0,0.0,0.1452991452991453,0.008547008547008548,0.7350427350427351,0.1111111111111111,0.0,0.1794871794871795,0.8205128205128205,0.0,0.5726495726495726,0.42735042735042733,0.0,0.5726495726495726,0.017094017094017096,0.02564102564102564,0.23076923076923078,0.09401709401709402,0.03418803418803419,0.008547008547008548,0.0,0.0,0.017094017094017096,0.0,0.0,89,13342.35
